,District Name,State Name [District] Latest available year_x,Total Staff [District] 2020-21,Paraprofessionals/Instructional Aides [District] 2020-21,Total Guidance Counselors [District] 2020-21,Instructional Coordinators [District] 2020-21,Librarians/media specialists [District] 2020-21,LEA Administrators [District] 2020-21,LEA Administrative Support Staff [District] 2020-21,School Administrators [District] 2020-21,Student Support Services Staff (w/o Psychology) [District] 2020-21,School Psychologist [District] 2020-21,Other Support Services Staff [District] 2020-21,Agency Name [District] 2020-21,Agency_ID,County Name [District] 2020-21_x,County Number [District] 2020-21,Total Number Operational Schools [Public School] 2020-21,State Name [District] 2020-21,"Total Students, All Grades (Excludes AE) [District] 2020-21",Full-Time Equivalent (FTE) Teachers [District] 2020-21,Pupil/Teacher Ratio [District] 2020-21
1959,trona joint unified,California,54.4,11.5,1,0,0,0.5,0,1.5,0,0,13.5,Trona Joint Unified,639840.0,San Bernardino County,6071.0,2.0,CALIFORNIA,259,19.4,13.35
1960,tulare city,California,896.04,149.43,6.6,6.6,0,8,0,24.8,19,9.5,190.49,Tulare City,639870.0,Tulare County,6107.0,17.0,CALIFORNIA,9319,417.44,22.32
1961,tulare county office of education,California,936.83,228.45,3,3,0,53.5,20,2.9,27,15,325.19,Tulare County Office of Education,691045.0,Tulare County,6107.0,5.0,CALIFORNIA,1561,122.23,12.77
1962,tulare joint union high,California,625.97,43,19.2,1.91,0,8.99,0,17.79,0,3,193.5,Tulare Joint Union High,639930.0,Tulare County,6107.0,7.0,CALIFORNIA,5700,259.08,22
1963,tulelake basin joint unified,California,47.14,4.25,0.5,0,0,0.5,0,1.5,0,0,9,Tulelake Basin Joint Unified,639940.0,Siskiyou County,6093.0,3.0,CALIFORNIA,407,23.39,17.4
1964,tuolumne county superintendent of schools,California,84.45,14,0,4,0,3,0,0,3.2,6,37.05,Tuolumne County Superintendent of Schools,691046.0,Tuolumne County,6109.0,4.0,CALIFORNIA,103,12,8.58
1965,turlock unified,California,1403.27,251.4,17.5,9.78,0,9,1,37,15.1,12.6,282.64,Turlock Unified,600158.0,Stanislaus County,6099.0,14.0,CALIFORNIA,13684,621.38,22.02
1966,tustin unified,California,2084.79,321.32,35.45,13,0,8,2,44.9,48.7,29.2,594.71,Tustin Unified,640150.0,Orange County,6059.0,28.0,CALIFORNIA,22761,858.68,26.51
1967,twain harte,California,29.1,4.18,0,0,0,0.5,0,1,0,0,7.62,Twain Harte,640200.0,Tuolumne County,6109.0,2.0,CALIFORNIA,253,11.8,21.44
1968,twin hills union elementary,California,101.97,13.76,1,0,0,1,0,5.2,0,0,9.85,Twin Hills Union Elementary,640230.0,Sonoma County,6097.0,4.0,CALIFORNIA,1101,57.36,19.19
1969,twin ridges elementary,California,16.98,2.75,0.4,0,0,1,0,0,0.4,0,5.43,Twin Ridges Elementary,600012.0,Nevada County,6057.0,3.0,CALIFORNIA,82,5,16.4
1970,twin rivers charter district,CALIFORNIA,47.2,9.03,0,0,0,2,0,1,1.2,1,8.47,Twin Rivers Charter District,602278.0,Sutter County,6101.0,1.0,CALIFORNIA,472,21.5,21.95
1971,twin rivers unified,California,2523.03,314.62,50.1,33.54,3,11,1,73.8,65,27.75,531.59,Twin Rivers Unified,601332.0,Sacramento County,6067.0,44.0,CALIFORNIA,24497,1088.72,22.5
1972,two rock union,California,15.11,2.59,0,0.05,0,0,0,1,0,0,3,Two Rock Union,640260.0,Sonoma County,6097.0,1.0,CALIFORNIA,123,6.67,18.44
1973,ukiah unified,California,603.95,123.6,14,4.96,0.33,8.75,0,17.25,4.02,5,87.92,Ukiah Unified,640300.0,Mendocino County,6045.0,11.0,CALIFORNIA,5938,277.87,21.37
1974,uncharted shores academy district,CALIFORNIA,20.88,3,0,0,0,0,1,0.6,0,0,1,Uncharted Shores Academy District,601556.0,Del Norte County,6015.0,1.0,CALIFORNIA,254,12.28,20.68
1975,union elementary,California,433.35,48.11,3,3,0,7,0,10,12.6,11,77.74,Union Elementary,640320.0,Santa Clara County,6085.0,8.0,CALIFORNIA,5727,241.01,23.76
1976,union hill elementary,California,67.91,11.24,1,0,0,2,0,1,1.3,1,9.53,Union Hill Elementary,640380.0,Nevada County,6057.0,2.0,CALIFORNIA,691,33.62,20.55
1977,union street charter district,CALIFORNIA,9.08,0.3,0,0,0,1,0,0,0,0,1.05,Union Street Charter District,602058.0,Humboldt County,6023.0,1.0,CALIFORNIA,101,6.05,16.69
1978,unity middle college high district,CALIFORNIA,13.4,1,0,0,0,0,0,2,0,0,0,Unity Middle College High District,602113.0,Orange County,6059.0,1.0,CALIFORNIA,98,9.4,10.43
1979,univ preparation charter sch @ csu channel islands district,CALIFORNIA,60.67,3.23,0,0,0,3,0,0,0,0,13.46,UNIV Preparation Charter SCH @ CSU Channel Islands District,602011.0,Ventura County,6111.0,1.0,CALIFORNIA,695,34.79,19.98
1980,university high district,CALIFORNIA,28.85,0.05,2,0,0,0,0,2,0,0,1,University High District,601834.0,Fresno County,6019.0,1.0,CALIFORNIA,483,20.3,23.79
1981,university preparatory academy charter district,CALIFORNIA,50.01,0,2,0.5,0,4,0,0,0,0,4.17,University Preparatory Academy Charter District,602233.0,Santa Clara County,6085.0,1.0,CALIFORNIA,702,34.34,20.44
1982,university preparatory district,CALIFORNIA,59.84,0,2.8,0,0,0,0,3,0,0,1,University Preparatory District,601759.0,Shasta County,6089.0,1.0,CALIFORNIA,955,45.29,21.09
1983,university preparatory value high district,CALIFORNIA,49.34,3,2,0,0,2.9,0,3,0,0,11,University Preparatory Value High District,602083.0,Los Angeles County,6037.0,1.0,CALIFORNIA,475,25.44,18.67
1984,upland unified,California,938.13,106.91,14,5.25,1,4,0,21,17.6,12,216.16,Upland Unified,600016.0,San Bernardino County,6071.0,14.0,CALIFORNIA,10228,442.91,23.09
1985,upper lake unified,CALIFORNIA,86.54,7.84,0.95,0,0,1,0,3,1,1,21.7,Upper Lake Unified,601442.0,Lake County,6033.0,5.0,CALIFORNIA,852,41.05,20.76
1986,urban discovery academy charter district,CALIFORNIA,43.16,12,0,0,0,2.16,0,0.6,0,1,2,Urban Discovery Academy Charter District,601551.0,San Diego County,6073.0,1.0,CALIFORNIA,564,22.4,25.18
1987,urban montessori charter district,CALIFORNIA,33.6,14,0,0,0,3.8,0,0,0,0,0,Urban Montessori Charter District,601816.0,Alameda County,6001.0,1.0,CALIFORNIA,395,11.8,33.47
1988,vacaville unified,California,1088.71,121.47,16.3,17.43,0,4,3,37.5,16.4,19.1,189.28,Vacaville Unified,640590.0,Solano County,6095.0,16.0,CALIFORNIA,12447,556.97,22.35
1989,val verde unified,California,1787.32,173.92,28,29,1,11,0,47,28,16,413.59,Val Verde Unified,691135.0,Riverside County,6065.0,23.0,CALIFORNIA,19303,843.43,22.89
1990,valiente college preparatory charter district,CALIFORNIA,21,1.5,0,1,0,1,0,1,0,0,2.5,Valiente College Preparatory Charter District,602256.0,Los Angeles County,6037.0,1.0,CALIFORNIA,157,11,14.27
1991,valle lindo elementary,California,80.42,8.23,0,0,0,2,0,2,1,1,12.94,Valle Lindo Elementary,640650.0,Los Angeles County,6037.0,2.0,CALIFORNIA,1005,45,22.33
1992,vallecito union,California,80.88,12.52,1,0,0,0,0,4,0,1,17.56,Vallecito Union,640680.0,Calaveras County,6009.0,4.0,CALIFORNIA,544,37.76,14.41
1993,vallecitos elementary,California,25.77,4.84,0,0,0,0.3,0,0.7,1,0,6.18,Vallecitos Elementary,640710.0,San Diego County,6073.0,1.0,CALIFORNIA,187,10,18.7
1994,vallejo city unified,California,1070.97,154.85,12,5,1,13.49,1,31,8.56,7,276.57,Vallejo City Unified,640740.0,Solano County,6095.0,20.0,CALIFORNIA,11095,437.75,25.35
1995,valley center-pauma unified,California,361.14,25.76,5,0,0,4.9,0,9.4,4,4.6,96.67,Valley Center-Pauma Unified,600069.0,San Diego County,6073.0,8.0,CALIFORNIA,3865,173.75,22.24
1996,valley charter elementary district,CALIFORNIA,21.55,4.16,0,0,0,0,0,1,0,0,1.05,Valley Charter Elementary District,601586.0,Los Angeles County,6037.0,1.0,CALIFORNIA,276,12,23
1997,valley charter high district,CALIFORNIA,16.93,1.75,0.4,0,0,0,0,1,0,0,2.38,Valley Charter High District,602282.0,Stanislaus County,6099.0,1.0,CALIFORNIA,121,9.4,12.87
1998,valley charter middle district,CALIFORNIA,24.6,0.63,0,0,0,0,0,2,0,1,6.47,Valley Charter Middle District,602468.0,Los Angeles County,6037.0,1.0,CALIFORNIA,289,11.5,25.13
1999,valley home joint elementary,California,16.69,2.4,0,0,0,0.5,0,0.5,0,0,2.41,Valley Home Joint Elementary,640800.0,Stanislaus County,6099.0,1.0,CALIFORNIA,145,9,16.11
2000,valley international preparatory high district,CALIFORNIA,44,0,1,0,0,0,0,1.8,0,0,23.33,Valley International Preparatory High District,601953.0,Los Angeles County,6037.0,1.0,CALIFORNIA,233,15.87,14.68
2001,valley life charter district,CALIFORNIA,66.91,10.41,1,1,0,0,0,2,0,0,6.69,Valley Life Charter District,601508.0,Tulare County,6107.0,1.0,CALIFORNIA,708,36.43,19.43
2002,valley oak charter district,CALIFORNIA,6.3,0,0,0,0,0.3,0,0,0,0,3.1,Valley Oak Charter District,601803.0,Ventura County,6111.0,1.0,CALIFORNIA,68,2.15,31.63
2003,valley rop,California,–,–,–,–,–,–,–,–,–,–,–,Valley ROP,600097.0,Fresno County,6019.0,1.0,CALIFORNIA,0,–,–
2004,valley rop jpa,California,–,–,†,–,–,–,–,–,–,–,–,Valley ROP JPA,601387.0,Fresno County,6019.0,0.0,CALIFORNIA,†,†,†
2005,valley view charter prep district,CALIFORNIA,30.65,0,1,0,0,2,0,0,1,0.21,2,Valley View Charter Prep District,602478.0,San Joaquin County,6077.0,1.0,CALIFORNIA,605,20.14,30.04
2006,valor academy elementary district,CALIFORNIA,44.05,11,2,0,0,1.11,0.44,3,0,0.5,8,Valor Academy Elementary District,601529.0,Los Angeles County,6037.0,1.0,CALIFORNIA,404,16,25.25
2007,valor academy high district,CALIFORNIA,49.55,4.5,3.33,0,0,2.11,0.44,3.33,0,0.5,10.34,Valor Academy High District,601789.0,Los Angeles County,6037.0,1.0,CALIFORNIA,536,24,22.33
2008,valor academy middle district,CALIFORNIA,48.05,10,3,0,0,1.11,0.44,3,0,0.5,8,Valor Academy Middle District,601679.0,Los Angeles County,6037.0,1.0,CALIFORNIA,512,20,25.6
2009,vaughn next century learning center district,CALIFORNIA,409.94,92.41,9,3,0,8.3,0,1,1,3,113.23,Vaughn Next Century Learning Center District,601898.0,Los Angeles County,6037.0,1.0,CALIFORNIA,3094,141.67,21.84
2010,ventura charter school of arts and global education district,CALIFORNIA,33.68,5.12,0,0,0,2,0,0,1,0,4.06,Ventura Charter School of Arts and Global Education District,602193.0,Ventura County,6111.0,1.0,CALIFORNIA,432,19.75,21.87
2011,ventura county office of education,California,574.82,200.07,2,0.24,1,34.42,2.27,8,24.64,10.35,165.72,Ventura County Office of Education,691047.0,Ventura County,6111.0,5.0,CALIFORNIA,658,81.74,8.05
2012,ventura county rop,California,–,–,–,–,–,–,–,–,–,–,–,Ventura County ROP,600148.0,Ventura County,6111.0,1.0,CALIFORNIA,0,–,–
2013,ventura county schools business services jpa,California,–,–,†,–,–,–,–,–,–,–,–,Ventura County Schools Business Services JPA,601354.0,Ventura County,6111.0,0.0,CALIFORNIA,†,†,†
2014,ventura unified,California,1459.98,149.44,44.87,10.2,6,13.23,6.01,42,38.38,25.41,362.33,Ventura Unified,640980.0,Ventura County,6111.0,27.0,CALIFORNIA,15871,646.27,24.56
2015,venture academy district,CALIFORNIA,123.07,0,4,0,0,1,0,4,2,1,12.55,Venture Academy District,601963.0,San Joaquin County,6077.0,1.0,CALIFORNIA,1588,78.8,20.15
2016,victor elementary,California,1006.14,73.47,0,21,0,5,0,27,20.51,16,243.51,Victor Elementary,641040.0,San Bernardino County,6071.0,19.0,CALIFORNIA,12358,503,24.57
2017,victor valley union high,California,871.12,116.08,19,2,1,1,1,15.8,0,7,209.62,Victor Valley Union High,636972.0,San Bernardino County,6071.0,10.0,CALIFORNIA,10641,432.81,24.59
2018,village charter academy district,CALIFORNIA,28.31,7.26,0,0,0,3,0,0,0,0,2.85,Village Charter Academy District,601736.0,Los Angeles County,6037.0,1.0,CALIFORNIA,289,13,22.23
2019,village charter district,CALIFORNIA,10.81,3.81,0,0,0,1,0,0,0,0,0,Village Charter District,602149.0,Sonoma County,6097.0,1.0,CALIFORNIA,90,5,18
2020,vincent academy district,CALIFORNIA,22,6,0,0,0,2,0,0,0,1,3,Vincent Academy District,602151.0,Alameda County,6001.0,1.0,CALIFORNIA,183,8,22.88
2021,vineland elementary,California,71,6.5,1,0,0,0.5,0,3,0,0,18.7,Vineland Elementary,641130.0,Kern County,6029.0,2.0,CALIFORNIA,666,32.3,20.62
2022,virtual preparatory academy at monterey district,CALIFORNIA,4,0,0,0,0,0,0,1,0,0,0,Virtual Preparatory Academy at Monterey District,602536.0,Monterey County,6053.0,1.0,CALIFORNIA,11,3,3.67
2023,visalia unified,California,2799.92,412.5,23.8,56.23,0,31,0,98,42,29.4,591.47,Visalia Unified,641160.0,Tulare County,6107.0,42.0,CALIFORNIA,28884,1287.52,22.43
2024,vision quest & career pathway district,CALIFORNIA,–,–,–,–,–,–,–,–,–,–,–,Vision Quest & Career Pathway District,602537.0,San Joaquin County,6077.0,1.0,CALIFORNIA,197,–,–
2025,visions in education district,CALIFORNIA,410.44,2.8,9,0,0,6.95,0,18.02,4.8,4,34.83,Visions In Education District,602353.0,Sacramento County,6067.0,1.0,CALIFORNIA,7189,255.24,28.17
2026,vista charter middle district,CALIFORNIA,39.94,10.5,0,0,0,1.21,0,2,0,0.83,6.96,Vista Charter Middle District,601871.0,Los Angeles County,6037.0,1.0,CALIFORNIA,348,15,23.2
2027,vista condor global academy district,CALIFORNIA,25.38,9.28,0,0,0,0.24,0,1.45,0.45,0.45,2.31,Vista Condor Global Academy District,601760.0,Orange County,6059.0,1.0,CALIFORNIA,223,10,22.3
2028,vista del mar union,California,7.82,0.44,0,0,0,0,0,1,0,0,2.38,Vista del Mar Union,641220.0,Santa Barbara County,6083.0,1.0,CALIFORNIA,25,3,8.33
2029,vista heritage global academy district,CALIFORNIA,28.05,5.52,0,0,0,0.3,0,1.55,0.55,0.55,2.76,Vista Heritage Global Academy District,602434.0,Orange County,6059.0,1.0,CALIFORNIA,273,14.5,18.83
2030,vista horizon global academy district,CALIFORNIA,7.29,1,0,0,0,0.08,0,1,0,0.17,1,Vista Horizon Global Academy District,602515.0,Los Angeles County,6037.0,1.0,CALIFORNIA,72,3,24
2031,vista norte public charter district,CALIFORNIA,49.1,5,2,0,0,1,0,2,0,0,7.48,Vista Norte Public Charter District,601715.0,San Bernardino County,6071.0,1.0,CALIFORNIA,468,21.62,21.65
2032,vista oaks charter district,CALIFORNIA,47.26,4.18,0,0,0,2,0,0.9,1.6,1,2.43,Vista Oaks Charter District,601779.0,San Joaquin County,6077.0,1.0,CALIFORNIA,874,32.4,26.98
2033,vista real charter high district,CALIFORNIA,134.66,15,3.1,0,0,2.6,0,3.7,0,0.1,9.25,Vista Real Charter High District,602465.0,Ventura County,6111.0,1.0,CALIFORNIA,1499,74.91,20.01
2034,vista springs charter district,CALIFORNIA,22.72,5.8,0.5,0.05,0,0.05,0,1.06,0.25,0.55,3.91,Vista Springs Charter District,601463.0,San Diego County,6073.0,1.0,CALIFORNIA,251,10.45,24.02
2035,vista unified,California,2070.4,297.33,44,5,4,14,0,58,53.44,27.2,495.87,Vista Unified,641190.0,San Diego County,6073.0,28.0,CALIFORNIA,19722,884.21,22.3
2036,voices college bound language academy at stockton district,CALIFORNIA,11.62,3.12,0,0,0,0,0,1,0,0,2.5,Voices College Bound Language Academy at Stockton District,602545.0,San Joaquin County,6077.0,1.0,CALIFORNIA,45,3,15
2037,voices college-bound lang acad @ w. contra costa co district,CALIFORNIA,25.86,7.49,0,0,0,0,1,1,0,0,4.37,Voices College-Bound Lang Acad @ W. Contra Costa Co District,601921.0,Contra Costa County,6013.0,1.0,CALIFORNIA,210,8,26.25
2038,voices college-bound language acad at morgan hill district,CALIFORNIA,34.74,9.62,0,0,0,0,1,1,0,0,5.12,Voices College-Bound Language ACAD at Morgan Hill District,601771.0,Santa Clara County,6085.0,1.0,CALIFORNIA,363,13,27.92
2039,voices college-bound language acad at mt. pleasant district,CALIFORNIA,38.62,8.37,0,1,0,0,1,0,0,0,9.25,Voices College-Bound Language ACAD at Mt. Pleasant District,602064.0,Santa Clara County,6085.0,1.0,CALIFORNIA,315,13,24.23
2040,voices college-bound language academy district,CALIFORNIA,47.12,11,0,0,0,0,1,1,0,0,8.12,Voices College-Bound Language Academy District,601993.0,Santa Clara County,6085.0,1.0,CALIFORNIA,431,18,23.94
2041,vox collegiate of los angeles district,CALIFORNIA,14,0,0,0,0,1,0,0,0,0,5,Vox Collegiate of Los Angeles District,601974.0,Los Angeles County,6037.0,1.0,CALIFORNIA,140,6,23.33
2042,w.e.b. dubois public charter district,CALIFORNIA,39.41,2,1.6,0,0,1,0,0.5,0,0,10,W.E.B. DuBois Public Charter District,602308.0,Fresno County,6019.0,1.0,CALIFORNIA,337,18.31,18.41
2043,walden academy district,CALIFORNIA,18.66,4.78,0,0,0,1,0,0,0,0,1,Walden Academy District,602420.0,Glenn County,6021.0,1.0,CALIFORNIA,190,10,19
2044,wallis annenberg high district,CALIFORNIA,40.1,3,3,0,0,2.9,0,2,0,0,3.2,Wallis Annenberg High District,602413.0,Los Angeles County,6037.0,1.0,CALIFORNIA,482,25,19.28
2045,walnut creek elementary,California,286.22,42.28,2.15,5.79,1,3,0,8,1.8,3,45.13,Walnut Creek Elementary,641250.0,Contra Costa County,6013.0,7.0,CALIFORNIA,3467,151.51,22.88
2046,walnut valley unified,California,1157.11,104.51,35.4,7.2,0,8,2,18.8,20.9,19.4,290.04,Walnut Valley Unified,641280.0,Los Angeles County,6037.0,15.0,CALIFORNIA,13493,557.49,24.2
2047,warner unified,California,36.8,5,1,0,0,1,0,0,0,0.2,10,Warner Unified,600042.0,San Diego County,6073.0,3.0,CALIFORNIA,208,14.6,14.25
2048,wasco union elementary,California,381.47,37.64,6,2,0,4,0,12,4,4,105.85,Wasco Union Elementary,641400.0,Kern County,6029.0,6.0,CALIFORNIA,3455,153.24,22.55
2049,wasco union high,California,169.85,7,5,0.6,0,2,0,4,0,0,46.34,Wasco Union High,641430.0,Kern County,6029.0,2.0,CALIFORNIA,1921,83.91,22.89
2050,washington colony elementary,California,40.59,3.06,0,1,0,1.5,0,1.5,0,0,7.15,Washington Colony Elementary,641460.0,Fresno County,6019.0,1.0,CALIFORNIA,446,22,20.27
2051,washington unified,California,727.36,76.25,5.5,5,0,3,0,20,8,8,175.33,Washington Unified,641580.0,Yolo County,6113.0,13.0,CALIFORNIA,7521,349.28,21.53
2052,washington unified,California,260.24,18.2,8,1,0,3.1,0,9,2,0,66.11,Washington Unified,601415.0,Fresno County,6019.0,7.0,CALIFORNIA,2557,125.83,20.32
2053,washington union elementary,California,61.44,6.49,1,0,0,1,0,3,0,0,13.65,Washington Union Elementary,641610.0,Monterey County,6053.0,4.0,CALIFORNIA,791,35,22.6
2054,waterford unified,California,205.51,38,2.2,1,0,2,0,6,3,2,52.52,Waterford Unified,600063.0,Stanislaus County,6099.0,5.0,CALIFORNIA,1810,81.79,22.13
2055,watsonville prep district,CALIFORNIA,26,7,0.1,0,0,0,0,2,0,0.2,6.7,Watsonville Prep District,602497.0,Santa Cruz County,6087.0,1.0,CALIFORNIA,220,8,27.5
2056,watts learning center charter middle district,CALIFORNIA,40.14,9,1,0,0,0,0,0.5,0,0,6,Watts Learning Center Charter Middle District,601699.0,Los Angeles County,6037.0,1.0,CALIFORNIA,404,17.64,22.9
2057,watts learning center district,CALIFORNIA,33,11,1,0,0,1.5,0,0.5,0,0,1,Watts Learning Center District,601573.0,Los Angeles County,6037.0,1.0,CALIFORNIA,382,15,25.47
2058,waugh elementary,California,65.84,8.8,0,0,0,0,0,2,1,1,9.02,Waugh Elementary,641790.0,Sonoma County,6097.0,2.0,CALIFORNIA,808,36.84,21.93
2059,waukena joint union elementary,California,–,–,–,–,–,–,–,–,–,–,–,Waukena Joint Union Elementary,641820.0,Tulare County,6107.0,1.0,CALIFORNIA,224,–,–
2060,we the people high district,CALIFORNIA,3.41,0,0,0,0,0,0,1,0,0,0,We the People High District,602529.0,Los Angeles County,6037.0,1.0,CALIFORNIA,22,1.41,15.6
2061,weaver union,California,284.31,24.2,3,4.84,3,2,0,5,2,4,88.26,Weaver Union,641880.0,Merced County,6047.0,4.0,CALIFORNIA,2960,133.99,22.09
2062,weed union elementary,California,45.61,6,0,0,0,0.5,0,0.5,0,0,20.35,Weed Union Elementary,641980.0,Siskiyou County,6093.0,1.0,CALIFORNIA,298,15.26,19.53
2063,west contra costa unified,California,2691.64,424.38,30.1,42.6,1,18,0,86,58.6,49.2,606.33,West Contra Costa Unified,632550.0,Contra Costa County,6013.0,54.0,CALIFORNIA,27383,1164.88,23.51
2064,west county transportation jpa,California,–,–,†,–,–,–,–,–,–,–,–,West County Transportation JPA,601383.0,Sonoma County,6097.0,0.0,CALIFORNIA,†,†,†
2065,west covina unified,California,917.5,132.62,15,0,0,16.8,0,24.87,21,14,190.61,West Covina Unified,642000.0,Los Angeles County,6037.0,15.0,CALIFORNIA,8227,392.97,20.94
2066,west park elementary,California,73.59,7.56,3,0,0,4,0,2,0,0,12.44,West Park Elementary,642060.0,Fresno County,6019.0,2.0,CALIFORNIA,635,37.96,16.73
2067,west side union elementary,California,16.13,1.94,0,0,0,0,0,1,0,1,2.36,West Side Union Elementary,642270.0,Sonoma County,6097.0,1.0,CALIFORNIA,157,8,19.63
2068,west sonoma county union high,California,184.99,20,5.5,1,0,1,0,5.35,5.38,2,40.5,West Sonoma County Union High,602670.0,Sonoma County,6097.0,4.0,CALIFORNIA,1851,92.26,20.06
2069,west valley schools transportation agency jpa,California,–,–,†,–,–,–,–,–,–,–,–,West Valley Schools Transportation Agency JPA,601389.0,Santa Clara County,6085.0,0.0,CALIFORNIA,†,†,†
2070,western placer unified,California,602.51,57.18,8,4,0,7,0,16.6,17.2,8.9,131.16,Western Placer Unified,642140.0,Placer County,6061.0,13.0,CALIFORNIA,7081,306.78,23.08
2071,western sierra collegiate academy district,CALIFORNIA,62.28,2,2,1.2,0,0.6,0,2.95,0.9,1,5.32,Western Sierra Collegiate Academy District,602473.0,Placer County,6061.0,1.0,CALIFORNIA,805,35.43,22.72
2072,westminster,California,762.9,99.48,7,15.4,0,6.8,0,19.85,14.2,11,167.41,Westminster,642150.0,Orange County,6059.0,17.0,CALIFORNIA,8607,366.9,23.46
2073,westmorland union elementary,California,52.5,4,2,0,0,1,0,1,0,0,21.5,Westmorland Union Elementary,642180.0,Imperial County,6025.0,1.0,CALIFORNIA,369,20,18.45
2074,westside elementary,California,43,11,0,0,0,0,0,2,0,0,15,Westside Elementary,642210.0,Fresno County,6019.0,1.0,CALIFORNIA,180,9,20
2075,westside union elementary,California,797.48,170.64,10,0,0,8,3,22.5,12,10,152.24,Westside Union Elementary,642120.0,Los Angeles County,6037.0,12.0,CALIFORNIA,9172,357.34,25.67
2076,westwood unified,California,18.44,1.31,0,0,0,0,0,0,0,0,3.64,Westwood Unified,642300.0,Lassen County,6035.0,2.0,CALIFORNIA,189,11.49,16.45
2077,wheatland,California,126.24,23.27,2,0,0,0.5,0,3.5,4,2,23.95,Wheatland,642330.0,Yuba County,6115.0,4.0,CALIFORNIA,1278,59.02,21.65
2078,wheatland union high,California,80.63,5.98,1.9,0,0,1,0,2,1,0,20.57,Wheatland Union High,642350.0,Yuba County,6115.0,3.0,CALIFORNIA,932,41.73,22.33
2079,whitmore union elementary,California,5.3,0,0,0,0,0.15,0,0,0,0,2.14,Whitmore Union Elementary,642420.0,Shasta County,6089.0,1.0,CALIFORNIA,52,2.01,25.87
